No,Current distance,Vr Ori SSM,Speed,Mode SSM ori,Mode Collab,x,y,z,rx,ry,rz
3243,1247.58,0,150,2,3,445.908,-269.907,345.839,-179.4023,-2.838,10.0894
3244,1247.58,0,150,2,3,445.909,-269.063,345.836,-179.4012,-2.8384,10.0888
3245,1247.58,0,150,2,3,445.91,-268.425,345.837,-179.4016,-2.8379,10.0903
3246,1247.58,0,150,2,3,445.912,-267.622,345.833,-179.4017,-2.8376,10.0907
3247,1247.58,0,150,2,3,445.911,-266.786,345.829,-179.4016,-2.8374,10.0901
3248,1247.58,0,150,2,3,445.916,-265.942,345.833,-179.4013,-2.8386,10.0903
3249,1247.58,0,150,2,3,445.909,-265.346,345.832,-179.4019,-2.838,10.09
3250,1247.58,0,150,2,3,445.906,-264.504,345.833,-179.4014,-2.8374,10.0902
3251,1247.58,0,150,2,3,445.912,-263.662,345.837,-179.4021,-2.838,10.0912
3252,1245.18,0,150,2,3,445.91,-262.894,345.832,-179.4007,-2.8378,10.0906
3253,1323,0,150,2,3,445.911,-239.341,345.831,-179.4012,-2.8374,10.0903
3254,1249.5,0,150,2,3,445.913,-215.023,345.828,-179.4008,-2.8382,10.0895
3255,1249.5,0,150,2,3,445.917,-191.347,345.832,-179.4016,-2.8388,10.0873
3256,1249.5,0,150,2,3,445.913,-190.544,345.827,-179.4002,-2.8381,10.0873
3257,1249.5,0,150,2,3,445.915,-189.707,345.831,-179.401,-2.8386,10.0879
3258,1249.5,0,150,2,3,445.915,-188.864,345.832,-179.4008,-2.838,10.087
3259,1249.5,0,150,2,3,445.915,-188.068,345.83,-179.4004,-2.8385,10.087
3260,1249.5,0,150,2,3,445.914,-187.599,345.835,-179.4014,-2.839,10.0879
3261,1249.5,0,150,2,3,445.917,-187.58,345.833,-179.4012,-2.8388,10.0882
3262,1249.02,0,150,2,3,445.917,-187.58,345.833,-179.4012,-2.8388,10.0882
3263,1249.02,0,150,2,3,445.921,-162.762,345.832,-179.401,-2.8393,10.0885
3264,1249.02,0,150,2,3,445.915,-162.576,345.831,-179.4008,-2.8382,10.0895
3265,1249.02,0,150,2,3,445.916,-162.578,345.831,-179.4007,-2.8382,10.0874
3266,1249.02,0,150,2,3,445.919,-162.532,345.831,-179.4006,-2.8383,10.0887
3267,1249.02,0,150,2,3,445.915,-162.021,345.832,-179.4004,-2.8379,10.0869
3268,1249.02,0,150,2,3,445.919,-161.186,345.832,-179.4009,-2.8389,10.0866
3269,1249.02,0,150,2,3,445.916,-160.781,345.832,-179.4011,-2.8381,10.087
3270,1249.02,0,150,2,3,445.913,-159.945,345.831,-179.4008,-2.8379,10.0867
3271,1249.02,0,150,2,3,445.916,-159.105,345.831,-179.4007,-2.8379,10.0872
3272,1249.02,0,150,2,3,445.912,-158.304,345.829,-179.4005,-2.8376,10.0871
3273,1249.02,0,150,2,3,445.914,-157.459,345.829,-179.4003,-2.8376,10.0884
3274,1249.02,0,150,2,3,445.912,-156.66,345.828,-179.4003,-2.8375,10.0884
3275,1249.02,0,150,2,3,445.917,-156.02,345.832,-179.4006,-2.8389,10.0884
3276,1249.02,0,150,2,3,445.918,-155.22,345.826,-179.4,-2.8382,10.087
3277,1249.02,0,150,2,3,445.917,-154.383,345.827,-179.401,-2.8378,10.0883
3278,1249.02,0,150,2,3,445.915,-153.781,345.829,-179.4006,-2.8379,10.0878
3279,1249.02,0,150,2,3,445.914,-152.746,345.83,-179.4008,-2.8381,10.0861
3280,1249.02,0,150,2,3,445.916,-151.903,345.833,-179.4008,-2.8386,10.0882
3281,1249.02,0,150,2,3,445.916,-151.298,345.83,-179.4001,-2.8381,10.0885
3282,1249.02,0,150,2,3,445.917,-150.497,345.833,-179.4002,-2.8384,10.0879
3283,1249.02,0,150,2,3,445.914,-149.661,345.835,-179.4011,-2.8383,10.0878
3284,1249.02,0,150,2,3,445.914,-148.823,345.832,-179.4007,-2.8382,10.0878
3285,1249.02,0,150,2,3,445.915,-148.019,345.83,-179.4004,-2.838,10.088
3286,1249.02,0,150,2,3,445.914,-147.419,345.828,-179.3998,-2.8377,10.0883
3287,1249.02,0,150,2,3,445.912,-146.582,345.832,-179.4008,-2.8377,10.0869
3288,1249.02,0,150,2,3,445.914,-145.782,345.831,-179.4006,-2.8377,10.0871
3289,1249.02,0,150,2,3,445.914,-144.942,345.83,-179.4003,-2.8379,10.0878
3290,1249.02,0,150,2,3,445.913,-144.099,345.829,-179.3999,-2.838,10.0873
3291,1249.02,0,150,2,3,445.912,-143.423,345.836,-179.4005,-2.8384,10.0872
3292,1249.02,0,150,2,3,445.914,-142.62,345.829,-179.4,-2.8378,10.0883
3293,1249.02,0,150,2,3,445.913,-141.783,345.83,-179.4007,-2.8375,10.0876
3294,1249.02,0,150,2,3,445.912,-140.984,345.83,-179.4005,-2.8377,10.0865
3295,1249.02,0,150,2,3,445.916,-140.141,345.833,-179.4003,-2.8383,10.0867
3296,1249.02,0,150,2,3,445.916,-139.341,345.829,-179.3999,-2.838,10.0877
3297,1249.02,0,150,2,3,445.915,-138.503,345.831,-179.4007,-2.8379,10.0879
3298,1249.02,0,150,2,3,445.915,-137.783,345.826,-179.4004,-2.8373,10.0878
3299,1249.02,0,150,2,3,445.916,-137.584,345.827,-179.4008,-2.8376,10.0877
3300,1249.02,0,150,2,3,445.914,-137.576,345.832,-179.4012,-2.8381,10.0885
3301,1249.02,0,150,2,3,445.916,-137.57,345.832,-179.4012,-2.8381,10.0893
3302,1249.02,0,150,2,3,445.915,-137.202,345.831,-179.402,-2.8383,10.0894
3303,1249.02,0,150,2,3,445.915,-136.421,345.831,-179.4017,-2.8384,10.0888
3304,1249.02,0,150,2,3,445.913,-135.575,345.834,-179.401,-2.838,10.0899
3305,1249.02,0,150,2,3,445.915,-134.98,345.831,-179.4018,-2.8382,10.0896
3306,1249.02,0,150,2,3,445.917,-134.14,345.83,-179.4013,-2.8384,10.0884
3307,1249.02,0,150,2,3,445.916,-133.336,345.835,-179.4013,-2.8391,10.0889
3308,1249.02,0,150,2,3,445.913,-132.501,345.827,-179.4007,-2.837,10.0877
3309,1249.02,0,150,2,3,445.911,-131.661,345.833,-179.4007,-2.838,10.0887
3310,1249.02,0,150,2,3,445.914,-131.02,345.831,-179.4015,-2.8386,10.0884
3311,1249.02,0,150,2,3,445.916,-130.221,345.833,-179.4013,-2.8389,10.0889
3312,1249.02,0,150,2,3,445.917,-129.581,345.832,-179.4014,-2.8385,10.0886
3313,1249.02,0,150,2,3,445.914,-128.979,345.831,-179.4007,-2.8384,10.0892
3314,1249.02,0,150,2,3,445.915,-128.144,345.833,-179.4014,-2.8384,10.0888
3315,1249.02,0,150,2,3,445.913,-127.342,345.834,-179.401,-2.8388,10.0879
3316,1249.02,0,150,2,3,445.916,-126.503,345.831,-179.4014,-2.8383,10.0883
3317,1249.02,0,150,2,3,445.913,-125.858,345.83,-179.4015,-2.8379,10.0888
3318,1249.02,0,150,2,3,445.916,-125.061,345.828,-179.4009,-2.8379,10.0879
3319,1249.02,0,150,2,3,445.915,-124.224,345.832,-179.4017,-2.8382,10.0883
3320,1249.02,0,150,2,3,445.914,-123.377,345.83,-179.401,-2.8384,10.0896
3321,1249.02,0,150,2,3,445.915,-122.543,345.829,-179.4014,-2.8381,10.0878
3322,1249.02,0,150,2,3,445.913,-121.743,345.833,-179.4012,-2.8389,10.0878
3323,1249.02,0,150,2,3,445.914,-121.097,345.83,-179.4012,-2.8382,10.089
3324,1249.02,0,150,2,3,445.916,-120.261,345.831,-179.4016,-2.8382,10.0881
3325,1249.02,0,150,2,3,445.915,-119.619,345.835,-179.401,-2.8388,10.0887
3326,1249.02,0,150,2,3,445.916,-118.82,345.829,-179.4012,-2.8379,10.0893
3327,1249.02,0,150,2,3,445.914,-117.985,345.83,-179.4016,-2.8379,10.0884
3328,1249.02,0,150,2,3,445.915,-117.177,345.832,-179.4012,-2.8383,10.0899
3329,1249.02,0,150,2,3,445.916,-116.338,345.835,-179.4018,-2.8386,10.0898
3330,1249.02,0,150,2,3,445.915,-115.74,345.827,-179.4004,-2.8377,10.0876
3331,1249.02,0,150,2,3,445.913,-114.902,345.83,-179.4009,-2.8379,10.0875
3332,1249.02,0,150,2,3,445.915,-114.06,345.828,-179.4011,-2.8376,10.0881
3333,1249.02,0,150,2,3,445.913,-113.461,345.834,-179.4007,-2.8383,10.0882
3334,1249.02,0,150,2,3,445.91,-112.76,345.831,-179.4013,-2.8374,10.0875
3335,1249.02,0,150,2,3,445.916,-112.572,345.834,-179.4008,-2.8383,10.0888
3336,1249.02,0,150,2,3,445.916,-112.572,345.834,-179.4008,-2.8383,10.0888
3337,1249.02,0,150,2,3,445.918,-112.566,345.834,-179.4008,-2.8383,10.0896
3338,1249.02,0,150,2,3,445.917,-112.201,345.834,-179.4014,-2.8387,10.0891
3339,1249.02,0,150,2,3,445.915,-111.776,345.832,-179.4011,-2.8379,10.0881
3340,1249.02,0,150,2,3,445.915,-110.975,345.838,-179.4009,-2.8388,10.0896
3341,1249.02,0,150,2,3,445.918,-110.139,345.833,-179.4008,-2.8381,10.0881
3342,1249.02,0,150,2,3,445.916,-109.335,345.839,-179.4004,-2.839,10.0883
3343,1249.02,0,150,2,3,445.916,-108.492,345.834,-179.4004,-2.8384,10.0898
3344,1249.02,0,150,2,3,445.914,-107.694,345.834,-179.4009,-2.8382,10.0899
3345,1249.02,0,150,2,3,445.914,-107.058,345.832,-179.4006,-2.8375,10.0877
3346,1249.02,0,150,2,3,445.919,-106.259,345.836,-179.4007,-2.8393,10.0878
3347,1249.02,0,150,2,3,445.919,-105.414,345.834,-179.4008,-2.8389,10.0901
3348,1249.02,0,150,2,3,445.919,-104.577,345.838,-179.4011,-2.8393,10.0894
3349,1249.02,0,150,2,3,445.918,-103.979,345.836,-179.4011,-2.8385,10.0888
3350,1249.02,0,150,2,3,445.914,-103.137,345.833,-179.4011,-2.8381,10.0889
3351,1249.02,0,150,2,3,445.918,-102.337,345.833,-179.4002,-2.8383,10.0877
3352,1249.02,0,150,2,3,445.915,-101.697,345.833,-179.4001,-2.838,10.0884
3353,1249.02,0,150,2,3,445.917,-100.896,345.833,-179.4003,-2.8376,10.088
3354,1249.02,0,150,2,3,445.916,-100.058,345.833,-179.401,-2.8387,10.0881
3355,1249.02,0,150,2,3,445.915,-99.457,345.833,-179.4011,-2.8382,10.0883
3356,1249.02,0,150,2,3,445.916,-98.621,345.83,-179.4009,-2.8377,10.0884
3357,1249.02,0,150,2,3,445.914,-98.017,345.83,-179.3999,-2.8377,10.0887
3358,1249.02,0,150,2,3,445.919,-97.213,345.834,-179.4008,-2.8389,10.089
3359,1249.02,0,150,2,3,445.918,-96.373,345.838,-179.4011,-2.8392,10.0899
3360,1249.02,0,150,2,3,445.915,-95.776,345.833,-179.4007,-2.8381,10.088
3361,1249.02,0,150,2,3,445.914,-95.136,345.837,-179.4008,-2.8382,10.0895
3362,1249.02,0,150,2,3,445.918,-94.294,345.837,-179.4012,-2.8391,10.089
3363,1249.02,0,150,2,3,445.919,-93.459,345.832,-179.4008,-2.8383,10.0878
3364,1249.02,0,150,2,3,445.915,-92.856,345.834,-179.4009,-2.838,10.0888
3365,1249.02,0,150,2,3,445.916,-91.973,345.837,-179.4009,-2.8383,10.0897
3366,1249.02,0,150,2,3,445.917,-91.134,345.832,-179.401,-2.8387,10.0892
3367,1249.02,0,150,2,3,445.919,-90.296,345.836,-179.401,-2.8388,10.0887
3368,1249.02,0,150,2,3,445.917,-89.499,345.831,-179.4008,-2.8379,10.0891
3369,1249.02,0,150,2,3,445.917,-88.656,345.834,-179.4009,-2.838,10.0894
3370,1249.02,0,150,2,3,445.918,-88.023,345.837,-179.4012,-2.8391,10.0888
3371,1249.02,0,150,2,3,445.914,-87.593,345.837,-179.4008,-2.8384,10.088
3372,1249.02,0,150,2,3,445.915,-87.569,345.834,-179.4006,-2.8382,10.0891
3373,1249.02,0,150,2,3,445.913,-87.532,345.836,-179.4006,-2.8385,10.0896
3374,1249.02,0,150,2,3,445.914,-87.013,345.833,-179.4011,-2.8385,10.0887
3375,1249.02,0,150,2,3,445.914,-86.172,345.84,-179.4013,-2.8389,10.0891
3376,1249.02,0,150,2,3,445.912,-85.577,345.835,-179.4008,-2.8378,10.0879
3377,1249.02,0,150,2,3,445.918,-84.733,345.837,-179.4012,-2.8388,10.0891
3378,1249.02,0,150,2,3,445.914,-84.138,345.832,-179.4008,-2.8377,10.0879
3379,1249.02,0,150,2,3,445.913,-83.293,345.833,-179.4006,-2.8375,10.089
3380,1249.02,0,150,2,3,445.916,-82.896,345.835,-179.4008,-2.838,10.0885
3381,1249.02,0,150,2,3,445.912,-82.052,345.836,-179.4007,-2.8379,10.0897
3382,1249.02,0,150,2,3,445.915,-81.212,345.833,-179.4007,-2.8384,10.0886
3383,1249.02,0,150,2,3,445.914,-80.412,345.835,-179.4006,-2.8381,10.0884
3384,1249.02,0,150,2,3,445.913,-79.531,345.836,-179.4001,-2.8379,10.0888
3385,1249.02,0,150,2,3,445.916,-78.734,345.834,-179.4003,-2.8383,10.0885
3386,1249.02,0,150,2,3,445.914,-77.888,345.833,-179.4,-2.8378,10.0905
3387,1249.02,0,150,2,3,445.916,-77.294,345.834,-179.4001,-2.8384,10.088
3388,1249.02,0,150,2,3,445.915,-76.453,345.835,-179.4009,-2.8377,10.0898
3389,1249.02,0,150,2,3,445.913,-75.653,345.833,-179.401,-2.8381,10.0882
3390,1249.02,0,150,2,3,445.912,-75.01,345.837,-179.4008,-2.838,10.09
3391,1249.02,0,150,2,3,445.917,-74.213,345.833,-179.4008,-2.838,10.0885
3392,1249.02,0,150,2,3,445.915,-73.372,345.829,-179.4001,-2.8372,10.0882
3393,1249.02,0,150,2,3,445.913,-72.573,345.837,-179.4007,-2.8387,10.0888
3394,1249.02,0,150,2,3,445.916,-71.935,345.838,-179.4007,-2.8392,10.0885
3395,1249.02,0,150,2,3,445.916,-71.131,345.835,-179.4002,-2.8383,10.0898
3396,1249.02,0,150,2,3,445.917,-70.291,345.835,-179.4013,-2.8385,10.0903
3397,1249.02,0,150,2,3,445.913,-69.695,345.832,-179.4007,-2.8374,10.0886
3398,1249.02,0,150,2,3,445.914,-68.892,345.838,-179.4012,-2.8386,10.09
3399,1249.02,0,150,2,3,445.911,-68.052,345.832,-179.4002,-2.8374,10.0884
3400,1249.02,0,150,2,3,445.915,-67.212,345.83,-179.4,-2.8377,10.089
3401,1249.02,0,150,2,3,445.916,-66.413,345.831,-179.4001,-2.8382,10.0882
3402,1249.02,0,150,2,3,445.914,-65.571,345.835,-179.4008,-2.8377,10.0895
3403,1249.02,0,150,2,3,445.915,-64.774,345.831,-179.4006,-2.8376,10.0887
3404,1249.02,0,150,2,3,445.914,-63.929,345.836,-179.4007,-2.8388,10.0901
3405,1249.02,0,150,2,3,445.916,-63.331,345.833,-179.4005,-2.8387,10.0892
3406,1249.02,0,150,2,3,445.914,-62.673,345.837,-179.4009,-2.838,10.0885
3407,1249.02,0,150,2,3,445.912,-62.57,345.833,-179.4001,-2.8379,10.0879
3408,1249.02,0,150,2,3,445.912,-62.57,345.833,-179.4001,-2.8379,10.0879
3409,1249.02,0,150,2,3,445.913,-62.563,345.833,-179.4001,-2.8379,10.0887
3410,1249.02,0,150,2,3,445.913,-62.192,345.838,-179.4004,-2.8385,10.0879
3411,1249.02,0,150,2,3,445.915,-61.373,345.829,-179.3999,-2.8379,10.0882
3412,1249.02,0,150,2,3,445.91,-60.769,345.831,-179.3995,-2.8373,10.0881
3413,1249.02,0,150,2,3,445.913,-59.969,345.833,-179.3995,-2.8378,10.0881
3414,1249.02,0,150,2,3,445.911,-58.937,345.838,-179.4005,-2.8385,10.0874
3415,1249.02,0,150,2,3,445.912,-58.092,345.836,-179.4,-2.8387,10.0874
3416,1249.02,0,150,2,3,445.913,-57.298,345.832,-179.4008,-2.8381,10.0874
3417,1249.02,0,150,2,3,445.909,-56.655,345.835,-179.4002,-2.8376,10.0886
3418,1249.02,0,150,2,3,445.911,-56.015,345.834,-179.3998,-2.8377,10.0877
3419,1249.02,0,150,2,3,445.913,-55.373,345.832,-179.4004,-2.8374,10.0874
3420,1249.02,0,150,2,3,445.911,-54.576,345.836,-179.4004,-2.8381,10.0875
3421,1249.02,0,150,2,3,445.912,-53.735,345.833,-179.3998,-2.8379,10.0875
3422,1249.02,0,150,2,3,445.912,-53.094,345.839,-179.4007,-2.8385,10.0873
3423,1249.02,0,150,2,3,445.911,-52.051,345.832,-179.3999,-2.8381,10.0882
3424,1249.02,0,150,2,3,445.912,-51.251,345.834,-179.3998,-2.8384,10.089
3425,1249.02,0,150,2,3,445.915,-50.611,345.831,-179.4003,-2.8378,10.0888
3426,1249.02,0,150,2,3,445.913,-49.813,345.833,-179.4,-2.8381,10.0875
3427,1249.02,0,150,2,3,445.915,-48.973,345.834,-179.4006,-2.8381,10.0882
3428,1249.02,0,150,2,3,445.914,-48.175,345.832,-179.4001,-2.8378,10.0869
3429,1249.02,0,150,2,3,445.914,-47.532,345.836,-179.3999,-2.8385,10.0889
3430,1249.02,0,150,2,3,445.914,-46.733,345.828,-179.4003,-2.8372,10.0883
3431,1249.02,0,150,2,3,445.911,-45.89,345.837,-179.4001,-2.8384,10.0891
3432,1249.02,0,150,2,3,445.913,-45.054,345.829,-179.4002,-2.8372,10.0876
3433,1249.02,0,150,2,3,445.913,-44.452,345.832,-179.4,-2.8374,10.0883
3434,1249.02,0,150,2,3,445.911,-43.811,345.831,-179.3994,-2.8375,10.0882
3435,1249.02,0,150,2,3,445.91,-43.015,345.834,-179.4002,-2.8373,10.0876
3436,1249.02,0,150,2,3,445.912,-42.174,345.835,-179.3999,-2.8386,10.0883
3437,1249.02,0,150,2,3,445.912,-41.533,345.837,-179.4005,-2.8385,10.0889
3438,1249.02,0,150,2,3,445.91,-40.695,345.832,-179.3996,-2.8379,10.0876
3439,1249.02,0,150,2,3,445.913,-39.855,345.829,-179.3998,-2.8371,10.0869
3440,1249.02,0,150,2,3,445.909,-39.214,345.831,-179.4004,-2.837,10.0875
3441,1249.02,0,150,2,3,445.914,-38.576,345.838,-179.4003,-2.8388,10.0874
3442,1249.02,0,150,2,3,445.914,-37.828,345.829,-179.3999,-2.8375,10.0882
3443,1249.02,0,150,2,3,445.911,-37.582,345.839,-179.4009,-2.8384,10.0877
3444,1249.02,0,150,2,3,445.911,-37.571,345.831,-179.4005,-2.8375,10.0871
3445,1249.02,0,150,2,3,445.911,-37.537,345.836,-179.4005,-2.8381,10.0877
3446,1249.02,0,150,2,3,445.909,-37.013,345.834,-179.4004,-2.8377,10.0865
3447,1249.02,0,150,2,3,445.912,-36.217,345.832,-179.4001,-2.8383,10.0859
3448,1249.02,0,150,2,3,445.912,-35.577,345.832,-179.4006,-2.8378,10.0865
3449,1249.02,0,150,2,3,445.909,-34.74,345.832,-179.4009,-2.8373,10.0858
3450,1249.02,0,150,2,3,445.913,-33.939,345.832,-179.4006,-2.8382,10.0861
3451,1249.02,0,150,2,3,445.911,-33.094,345.828,-179.4008,-2.8371,10.0884
3452,1249.02,0,150,2,3,445.909,-32.294,345.834,-179.4003,-2.8375,10.0865
3453,1249.02,0,150,2,3,445.911,-31.459,345.827,-179.4006,-2.8371,10.0859
3454,1249.02,0,150,2,3,445.911,-30.652,345.828,-179.4,-2.8369,10.0869
3455,1249.02,0,150,2,3,445.911,-30.015,345.833,-179.4008,-2.838,10.0875
3456,1249.02,0,150,2,3,445.911,-29.215,345.83,-179.4001,-2.8372,10.0877
3457,1249.02,0,150,2,3,445.914,-28.375,345.832,-179.4006,-2.8379,10.0879
3458,1249.02,0,150,2,3,445.911,-27.571,345.829,-179.3997,-2.8371,10.0868
3459,1249.02,0,150,2,3,445.91,-26.738,345.832,-179.4003,-2.8379,10.0861
3460,1249.02,0,150,2,3,445.909,-25.937,345.831,-179.4007,-2.837,10.0871
3461,1249.02,0,150,2,3,445.909,-25.094,345.829,-179.4,-2.8374,10.0873
3462,1249.02,0,150,2,3,445.908,-24.499,345.833,-179.4006,-2.8372,10.0866
3463,1249.02,0,150,2,3,445.91,-23.66,345.834,-179.4011,-2.8376,10.0867
3464,1249.02,0,150,2,3,445.911,-22.857,345.831,-179.4005,-2.8377,10.0878
3465,1249.02,0,150,2,3,445.908,-22.217,345.827,-179.4006,-2.8366,10.087
3466,1249.02,0,150,2,3,445.912,-21.613,345.828,-179.4003,-2.8373,10.0871
3467,1249.02,0,150,2,3,445.908,-20.978,345.832,-179.4007,-2.837,10.0876
3468,1249.02,0,150,2,3,445.909,-20.177,345.831,-179.4001,-2.8374,10.0865
3469,1249.02,0,150,2,3,445.912,-19.334,345.83,-179.4004,-2.8375,10.0875
3470,1249.02,0,150,2,3,445.911,-18.538,345.837,-179.4012,-2.8384,10.0863
3471,1249.02,0,150,2,3,445.914,-17.691,345.832,-179.4002,-2.8381,10.0873
3472,1249.02,0,150,2,3,445.907,-16.855,345.829,-179.4001,-2.8369,10.0875
3473,1249.02,0,150,2,3,445.909,-16.217,345.833,-179.4007,-2.8375,10.0867
3474,1249.02,0,150,2,3,445.913,-15.375,345.83,-179.4009,-2.8372,10.0876
3475,1249.02,0,150,2,3,445.912,-14.576,345.827,-179.4001,-2.8372,10.0865
3476,1249.02,0,150,2,3,445.913,-13.735,345.832,-179.4005,-2.8378,10.0874
3477,1249.02,0,150,2,3,445.91,-12.923,345.829,-179.4008,-2.8375,10.0865
3478,1249.02,0,150,2,3,445.91,-12.578,345.832,-179.4008,-2.8373,10.0876
3479,1249.02,0,150,2,3,445.911,-12.573,345.832,-179.4007,-2.8373,10.0862
3480,1249.02,0,150,2,3,445.911,-12.569,345.832,-179.4006,-2.8373,10.0849
3481,1249.02,0,150,2,3,445.907,-12.196,345.831,-179.4003,-2.8368,10.0857
3482,1249.02,0,150,2,3,445.91,-11.379,345.827,-179.4005,-2.8361,10.0855
3483,1249.02,0,150,2,3,445.908,-10.576,345.835,-179.4013,-2.837,10.0873
3484,1249.02,0,150,2,3,445.909,-9.734,345.83,-179.4001,-2.8366,10.0862
3485,1249.02,0,150,2,3,445.908,-9.136,345.832,-179.4008,-2.837,10.0862
3486,1249.02,0,150,2,3,445.911,-8.296,345.83,-179.4009,-2.8366,10.0871
3487,1249.02,0,150,2,3,445.909,-7.656,345.833,-179.4002,-2.8372,10.0864
3488,1249.02,0,150,2,3,445.909,-7.058,345.83,-179.4008,-2.837,10.0864
3489,1249.02,0,150,2,3,445.909,-6.22,345.836,-179.401,-2.8375,10.0852
3490,1249.02,0,150,2,3,445.908,-5.415,345.83,-179.4001,-2.8368,10.087
3491,1249.02,0,150,2,3,445.913,-4.577,345.832,-179.4005,-2.838,10.0858
3492,1249.02,0,150,2,3,445.909,-3.98,345.831,-179.4008,-2.8367,10.0858
3493,1249.02,0,150,2,3,445.911,-3.141,345.834,-179.4012,-2.8379,10.0868
3494,1249.02,0,150,2,3,445.913,-2.533,345.829,-179.4006,-2.8375,10.0876
3495,1249.02,0,150,2,3,445.913,-1.696,345.833,-179.4007,-2.8376,10.0864
3496,1249.02,0,150,2,3,445.909,-0.655,345.827,-179.4003,-2.8361,10.0869
3497,1249.02,0,150,2,3,445.914,-0.02,345.831,-179.4009,-2.8377,10.0861
3498,1249.02,0,150,2,3,445.909,0.587,345.833,-179.4001,-2.8369,10.087
3499,1249.02,0,150,2,3,445.91,1.385,345.834,-179.4006,-2.8378,10.0866
3500,1249.02,0,150,2,3,445.909,2.222,345.829,-179.4004,-2.8367,10.0854
3501,1249.02,0,150,2,3,445.912,3.022,345.833,-179.4011,-2.8379,10.0871
3502,1249.02,0,150,2,3,445.911,3.663,345.831,-179.4013,-2.8375,10.0871
3503,1249.02,0,150,2,3,445.909,4.661,345.833,-179.4001,-2.837,10.0856
3504,1249.02,0,150,2,3,445.911,5.505,345.832,-179.4003,-2.8375,10.0873
3505,1249.02,0,150,2,3,445.911,6.1,345.834,-179.4008,-2.8375,10.0852
3506,1249.02,0,150,2,3,445.914,6.945,345.828,-179.4009,-2.8374,10.0869
3507,1249.02,0,150,2,3,445.908,7.781,345.833,-179.4009,-2.8374,10.0857
3508,1249.02,0,150,2,3,445.909,8.422,345.83,-179.401,-2.8367,10.0857
3509,1249.02,0,150,2,3,445.912,9.224,345.828,-179.4001,-2.8371,10.0853
3510,1249.02,0,150,2,3,445.907,10.062,345.836,-179.4003,-2.8374,10.0862
3511,1249.02,0,150,2,3,445.911,10.904,345.829,-179.4002,-2.8368,10.0858
3512,1249.02,0,150,2,3,445.911,11.702,345.834,-179.4006,-2.8379,10.0854
3513,1249.02,0,150,2,3,445.911,12.339,345.834,-179.4009,-2.8375,10.0867
3514,1249.02,0,150,2,3,445.91,12.428,345.833,-179.4003,-2.8373,10.0867
3515,1249.02,0,150,2,3,445.91,12.428,345.833,-179.4003,-2.8373,10.0867
3516,1249.02,0,150,2,3,445.91,12.432,345.833,-179.4001,-2.8373,10.0853
3517,1249.02,0,150,2,3,445.911,12.803,345.834,-179.4,-2.8377,10.0861
3518,1249.02,0,150,2,3,445.909,13.423,345.833,-179.4004,-2.8373,10.0872
3519,1249.02,0,150,2,3,445.91,14.023,345.829,-179.3996,-2.8365,10.0873
3520,1249.02,0,150,2,3,445.908,14.862,345.836,-179.4009,-2.8376,10.0868
3521,1249.02,0,150,2,3,445.907,15.463,345.832,-179.4001,-2.8368,10.0869
3522,1249.02,0,150,2,3,445.911,16.305,345.83,-179.4,-2.8368,10.0864
3523,1249.02,0,150,2,3,445.909,16.902,345.833,-179.4005,-2.8366,10.0864
3524,1249.02,0,150,2,3,445.909,17.745,345.831,-179.4005,-2.8367,10.086
3525,1249.02,0,150,2,3,445.908,18.549,345.83,-179.3997,-2.837,10.0878
3526,1249.02,0,150,2,3,445.911,19.381,345.832,-179.4008,-2.837,10.0865
3527,1249.02,0,150,2,3,445.907,20.026,345.83,-179.3997,-2.8364,10.0866
3528,1249.02,0,150,2,3,445.912,20.662,345.832,-179.4,-2.8372,10.0857
3529,1249.02,0,150,2,3,445.911,21.46,345.834,-179.4003,-2.8376,10.0853
3530,1249.02,0,150,2,3,445.911,22.305,345.831,-179.4002,-2.8373,10.087
3531,1249.02,0,150,2,3,445.912,23.104,345.835,-179.4005,-2.8379,10.0866
3532,1249.02,0,150,2,3,445.908,23.739,345.836,-179.4006,-2.8373,10.0858
3533,1249.02,0,150,2,3,445.91,24.542,345.836,-179.3997,-2.8375,10.0854
3534,1249.02,0,150,2,3,445.908,25.384,345.836,-179.4008,-2.8373,10.0871
3535,1249.02,0,150,2,3,445.911,26.187,345.831,-179.3998,-2.8368,10.0867
3536,1249.02,0,150,2,3,445.906,27.026,345.831,-179.3998,-2.8368,10.0876
3537,1249.02,0,150,2,3,445.907,27.826,345.834,-179.4,-2.837,10.0872
3538,1249.02,0,150,2,3,445.913,28.664,345.834,-179.4,-2.8379,10.086
3539,1249.02,0,150,2,3,445.91,29.466,345.837,-179.4003,-2.8382,10.0877
3540,1249.02,0,150,2,3,445.912,30.304,345.83,-179.4,-2.8371,10.0864
3541,1249.02,0,150,2,3,445.909,31.144,345.836,-179.4,-2.8376,10.0874
3542,1249.02,0,150,2,3,445.91,31.944,345.829,-179.4001,-2.8366,10.0869
3543,1249.02,0,150,2,3,445.908,32.385,345.833,-179.4005,-2.8369,10.0873
3544,1249.02,0,150,2,3,445.912,33.18,345.836,-179.4008,-2.8381,10.0861
3545,1249.02,0,150,2,3,445.911,34.021,345.832,-179.4007,-2.8373,10.087
3546,1249.02,0,150,2,3,445.911,34.825,345.829,-179.3996,-2.8367,10.0867
3547,1249.02,0,150,2,3,445.908,35.663,345.833,-179.4007,-2.8367,10.0875
3548,1249.02,0,150,2,3,445.909,36.266,345.832,-179.4,-2.837,10.0876
