No,Current distance,Vr Ori SSM,Speed,Mode SSM ori,Mode Collab,x,y,z,rx,ry,rz
1621,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1622,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1623,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1624,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1625,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1626,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1627,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1628,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1629,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1630,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1631,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1632,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1633,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1634,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1635,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1636,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1637,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1638,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1639,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1640,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1641,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1642,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1643,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1644,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1645,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1646,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1647,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1648,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1649,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1650,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1651,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1652,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1653,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1654,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1655,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1656,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1657,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1658,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1659,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1660,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1661,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1662,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1663,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1664,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1665,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1666,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1667,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1668,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1669,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1670,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1671,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1672,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1673,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1674,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1675,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1676,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1677,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1678,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1679,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1680,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1681,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1682,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1683,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1684,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1685,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1686,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1687,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1688,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1689,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1690,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1691,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1692,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1693,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1694,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1695,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1696,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1697,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1698,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1699,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1700,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1701,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1702,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1703,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1704,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1705,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1706,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1707,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1708,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1709,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1710,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1711,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1712,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1713,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1714,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1715,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1716,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1717,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1718,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1719,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1720,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1721,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1722,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1723,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1724,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1725,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1726,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1727,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1728,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1729,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1730,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1731,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1732,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1733,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1734,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1735,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1736,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1737,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1738,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1739,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1740,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1741,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1742,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1743,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1744,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1745,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1746,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1747,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1748,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1749,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1750,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1751,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1752,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1753,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1754,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1755,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1756,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1757,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1758,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1759,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1760,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1761,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1762,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1763,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1764,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1765,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1766,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1767,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1768,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1769,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1770,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1771,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1772,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1773,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1774,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1775,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1776,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1777,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1778,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1779,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1780,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1781,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1782,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1783,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1784,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1785,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1786,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1787,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1788,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1789,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1790,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1791,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1792,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1793,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1794,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1795,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1796,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1797,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1798,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1799,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1800,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1801,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1802,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1803,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1804,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1805,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1806,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1807,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1808,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1809,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1810,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1811,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1812,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1813,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1814,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1815,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1816,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1817,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1818,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1819,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1820,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1821,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1822,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1823,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1824,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1825,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1826,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1827,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1828,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1829,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1830,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1831,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1832,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1833,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1834,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1835,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1836,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1837,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1838,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1839,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1840,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1841,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1842,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1843,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1844,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1845,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1846,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1847,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1848,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1849,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1850,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1851,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1852,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1853,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1854,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1855,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1856,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1857,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1858,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1859,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1860,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1861,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1862,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1863,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1864,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1865,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1866,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1867,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1868,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1869,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1870,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1871,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1872,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1873,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1874,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1875,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1876,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1877,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1878,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1879,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1880,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1881,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1882,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1883,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1884,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1885,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1886,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1887,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1888,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1889,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1890,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1891,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1892,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1893,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1894,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1895,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1896,1091.94,0,250,3,4,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1897,1183.33,0,250,2,3,415.92,253.78,-29.832,-179.3967,-2.8406,10.0862
1898,1183.33,0,250,3,4,415.921,253.779,-1.525,-179.3978,-2.8401,10.0869
1899,1183.33,0,250,3,4,415.92,253.78,20.807,-179.3971,-2.8402,10.0858
1900,1183.33,0,250,3,4,415.92,253.78,20.807,-179.3971,-2.8402,10.0858
1901,1183.33,0,250,3,4,415.92,253.78,20.807,-179.3971,-2.8402,10.0858
1902,1183.33,0,250,3,4,415.92,253.78,20.807,-179.3971,-2.8402,10.0858
1903,1183.33,0,250,3,4,415.92,253.78,20.807,-179.3971,-2.8402,10.0858
1904,1183.33,0,250,3,4,415.92,253.78,20.807,-179.3971,-2.8402,10.0858
1905,1183.33,0,250,3,4,415.92,253.78,20.807,-179.3971,-2.8402,10.0858
1906,1183.33,0,250,3,4,415.92,253.78,20.807,-179.3971,-2.8402,10.0858
1907,1183.33,0,250,3,4,415.92,253.78,20.807,-179.3971,-2.8402,10.0858
1908,1183.33,0,250,3,4,415.92,253.78,20.807,-179.3971,-2.8402,10.0858
1909,1183.33,0,250,3,4,415.92,253.78,20.807,-179.3971,-2.8402,10.0858
1910,1183.33,0,250,3,4,415.92,253.78,20.807,-179.3971,-2.8402,10.0858
1911,1183.33,0,250,3,4,415.92,253.78,20.807,-179.3971,-2.8402,10.0858
1912,1183.33,0,250,3,4,415.92,253.78,20.807,-179.3971,-2.8402,10.0858
1913,1183.33,0,250,3,4,415.92,253.78,20.807,-179.3971,-2.8402,10.0858
1914,1183.33,0,250,3,4,415.92,253.78,20.807,-179.3971,-2.8402,10.0858
1915,1183.33,0,250,3,4,415.92,253.78,20.807,-179.3971,-2.8402,10.0858
1916,1183.33,0,250,3,4,415.92,253.78,20.807,-179.3971,-2.8402,10.0858
1917,1183.33,0,250,3,4,415.92,253.78,20.807,-179.3971,-2.8402,10.0858
1918,1183.33,0,250,3,4,415.92,253.78,20.807,-179.3971,-2.8402,10.0858
1919,1183.33,0,250,3,4,415.92,253.78,20.807,-179.3971,-2.8402,10.0858
1920,1183.33,0,250,3,4,415.92,253.78,20.807,-179.3971,-2.8402,10.0858
1921,1183.33,0,250,3,4,415.92,253.78,20.807,-179.3971,-2.8402,10.0858
1922,1183.33,0,250,3,4,415.92,253.78,20.807,-179.3971,-2.8402,10.0858
1923,1183.33,0,250,3,4,415.92,253.78,20.807,-179.3971,-2.8402,10.0858
