No,distance,VrOriSSM,speed,modeSSMOri,modeCollab,x,y,z
693,1605.48,0,250,2,3,435.92,247.42,345.81
694,1153.38,0,0,3,4,435.92,248.22,345.81
695,1124.55,0,250,2,3,435.92,253.77,345.81
696,1124.55,0,250,2,3,435.92,253.77,317.3
697,1070.7,0,250,2,3,435.92,253.77,316.5
698,1069.79,0,0,3,4,435.92,253.77,281.93
699,1021.26,0,250,2,3,435.93,253.77,270.81
700,1021.26,0,250,2,3,435.93,253.77,242.58
701,999.35,0,0,3,4,435.93,253.77,207.78
702,998.61,0,0,3,4,435.93,253.77,195.81
703,999.35,0,0,3,4,435.93,253.77,195.81
704,1046.09,0,250,2,3,435.93,253.77,195.81
705,999.35,0,0,3,4,435.93,253.77,167.53
706,864.4,0,0,3,4,435.93,253.77,145.81
707,881.83,0,0,3,4,435.93,253.77,145.81
708,898.92,0,0,3,4,435.93,253.77,145.81
709,936.31,0,0,3,4,435.93,253.77,145.81
710,788.67,0,0,3,4,435.93,253.77,145.81
711,935.3,0,0,3,4,435.93,253.77,145.81
712,1018.12,0,250,2,3,435.93,253.77,145.81
713,1018.12,0,250,2,3,435.94,253.77,117.34
714,1363.09,0,250,2,3,435.93,253.77,116.54
715,1405,0,250,2,3,435.93,253.77,82.66
716,1448.02,0,250,2,3,435.93,253.77,48.22
717,1448.02,0,250,2,3,435.93,253.77,16.82
718,1360.59,0,0,3,4,435.93,253.77,-18.7
719,1661.45,500,500,2,2,435.93,253.77,-30.17
720,1597.36,0,250,2,3,435.94,253.77,-51.46
721,1664.86,0,250,2,3,435.93,253.77,-82.02
722,1797.84,500,500,2,2,435.94,253.77,-117.34
723,1666,0,250,2,3,435.94,253.77,-141.1
724,1558.53,0,250,2,3,435.94,253.77,-176.38
725,1634.9,0,250,2,3,435.94,253.77,-153.57
726,1495.25,0,250,2,3,435.94,253.77,-118.21
727,1646.91,0,250,2,3,435.94,253.77,-84.53
728,1764.34,0,250,2,3,435.93,253.77,-53.56
729,1476.61,0,250,2,3,435.93,253.77,-18.01
730,1542.87,0,250,2,3,435.94,253.77,16.53
731,1614.76,0,0,3,4,435.93,253.77,48.4
732,1634.9,0,250,2,3,435.93,253.77,70.81
733,1614.76,0,250,2,3,435.94,253.77,99.05
734,1580.51,0,250,2,3,435.94,253.77,132.85
735,1653.57,0,250,2,3,435.93,253.76,167.49
