,Sensor,Real,,,data 1,,
325,0.915818136,1,,,0.084181864,,
326,0.919657339,1,,,0.080342661,,
327,0.892467156,1,,,0.107532844,,
328,0.893003638,1,,,0.106996362,,
329,0.900823574,1,,,0.099176426,,
330,0.907752338,1,,,0.092247662,,
331,0.894871686,1,,,0.105128314,,
332,0.906878015,1,,,0.093121985,,
333,0.921043525,1,,,0.078956475,,
334,0.937539867,1,,,0.062460133,,
335,0.939554349,1,,,0.060445651,,
336,0.935552978,1,,,0.064447022,,
337,0.92838421,1,,,0.07161579,,
338,0.920135147,1,,,0.079864853,,
339,0.920947873,1,,,0.079052127,,
340,0.921617603,1,,,0.078382397,,
341,0.893703787,1,,,0.106296213,,
342,0.896064207,1,,,0.103935793,,
343,0.899837217,1,,,0.100162783,,
344,0.904259082,1,,,0.095740918,,
345,0.904424061,1,,,0.095575939,,
346,0.903316806,1,,,0.096683194,,
347,0.911469782,1,,,0.088530218,,
348,0.90737417,1,,,0.09262583,,
349,0.910023987,1,,,0.089976013,,
350,0.901740254,1,,,0.098259746,,
351,0.910047673,1,,,0.089952327,,
352,0.909810827,1,,,0.090189173,,
353,0.905532402,1,,,0.094467598,,
354,0.913796363,1,,,0.086203637,,
355,0.948771538,1,,,0.051228462,,
356,0.959366719,1,,,0.040633281,,
357,0.996062699,1,,,0.003937301,,
358,0.983042586,1,,,0.016957414,,
359,1.061198268,1,,,-0.061198268,,
360,1.013119272,1,,,-0.013119272,,
361,1.060985182,1,,,-0.060985182,,
362,1.035747721,1,,,-0.035747721,,
363,1.003988422,1,,,-0.003988422,,
364,1.0044486,1,,,-0.0044486,,
365,1.005676519,1,,,-0.005676519,,
366,0.987528009,1,,,0.012471991,,
367,0.945935518,1,,,0.054064482,,
368,0.940939749,1,,,0.059060251,,
369,0.946082047,1,,,0.053917953,,
370,0.958922403,1,,,0.041077597,,
371,0.974218356,1,,,0.025781644,,
372,0.974493192,1,,,0.025506808,,
373,0.968634626,1,,,0.031365374,,
374,0.988942371,1,,,0.011057629,,
375,0.998758734,1,,,0.001241266,,
376,1.000261748,1,,,-0.000261748,,
377,1.003094087,1,,,-0.003094087,,
378,0.978773285,1,,,0.021226715,,
379,0.979024027,1,,,0.020975973,,
380,0.913439948,1,,,0.086560052,,
381,0.939311461,1,,,0.060688539,,
382,0.942497187,1,,,0.057502813,,
383,0.937758141,1,,,0.062241859,,
384,0.944373647,1,,,0.055626353,,
385,0.93002172,1,,,0.06997828,,
386,0.919084227,1,,,0.080915773,,
387,0.96647259,1,,,0.03352741,,
388,0.969082407,1,,,0.030917593,,
389,0.967565568,1,,,0.032434432,,
390,0.966596744,1,,,0.033403256,,
391,0.984603158,1,,,0.015396842,,
392,0.967814105,1,,,0.032185895,,
393,0.925235999,1,,,0.074764001,,
394,0.93654601,1,,,0.06345399,,
395,0.964934097,1,,,0.035065903,,
396,0.970800379,1,,,0.029199621,,
397,0.972171452,1,,,0.027828548,,
398,0.966323621,1,,,0.033676379,,
399,0.991066804,1,,,0.008933196,,
400,0.985737014,1,,,0.014262986,,
401,0.967814105,1,,,0.032185895,,
402,0.97889865,1,,,0.02110135,,
403,0.977370035,1,,,0.022629965,,
404,0.973294344,1,,,0.026705656,,
405,0.974593147,1,,,0.025406853,,
406,0.962530889,1,,,0.037469111,,
407,0.932458095,1,,,0.067541905,,
408,0.898499975,1,,,0.101500025,,
409,0.906382077,1,,,0.093617923,,
410,0.909645064,1,,,0.090354936,,
411,0.888719057,1,,,0.111280943,,
412,0.891278492,1,,,0.108721508,,
413,0.903269712,1,,,0.096730288,,
414,0.890533316,1,,,0.109466684,,
415,0.881491907,1,,,0.118508093,,
416,0.90080008,1,,,0.09919992,,
417,0.910521513,1,,,0.089478487,,
418,0.970177656,1,,,0.029822344,,
419,0.943203564,1,,,0.056796436,,
420,0.929323092,1,,,0.070676908,,
421,0.902375315,1,,,0.097624685,,
422,0.898195214,1,,,0.101804786,,
423,0.952694134,1,,,0.047305866,,
424,0.917366592,1,,,0.082633408,,
425,0.891697875,1,,,0.108302125,,
426,0.950706748,1,,,0.049293252,,
427,0.939092904,1,,,0.060907096,,
428,0.911019256,1,,,0.088980744,,
429,0.897375114,1,,,0.102624886,,
430,0.899109747,1,,,0.100890253,,
431,0.954979922,1,,,0.045020078,,
432,0.914557084,1,,,0.085442916,,
433,0.905154972,1,,,0.094845028,,
434,0.897234586,1,,,0.102765414,,
435,0.928143592,1,,,0.071856408,,
436,0.92090005,1,,,0.07909995,,
437,0.914604646,1,,,0.085395354,,
438,0.914818698,1,,,0.085181302,,
439,0.895409331,1,,,0.104590669,,
440,0.926100316,1,,,0.073899684,,
441,0.885725111,1,,,0.114274889,,
442,0.879369953,1,,,0.120630047,,
443,0.874771352,1,,,0.125228648,,
444,0.866042628,1,,,0.133957372,,
445,0.895783499,1,,,0.104216501,,
446,0.864450894,1,,,0.135549106,,
447,0.863133852,1,,,0.136866148,,
448,0.864132836,1,,,0.135867164,,
449,0.869073552,1,,,0.130926448,,
450,0.874725465,1,,,0.125274535,,
451,0.858717984,1,,,0.141282016,,
452,0.898570316,1,,,0.101429684,,
453,0.930937788,1,,,0.069062212,,
454,0.914747343,1,,,0.085252657,,
455,0.911588371,1,,,0.088411629,,
456,0.898148335,1,,,0.101851665,,
457,0.904329784,1,,,0.095670216,,
458,0.908556362,1,,,0.091443638,,
459,0.883664285,1,,,0.116335715,,
460,0.886768582,1,,,0.113231418,,
461,0.887580859,1,,,0.112419141,,
462,0.887557643,1,,,0.112442357,,
463,0.895315809,1,,,0.104684191,,
464,0.918010407,1,,,0.081989593,,
465,0.913630022,1,,,0.086369978,,
466,0.910308261,1,,,0.089691739,,
467,0.936424864,1,,,0.063575136,,
468,0.928023301,1,,,0.071976699,,
469,0.929202681,1,,,0.070797319,,
470,0.913131144,1,,,0.086868856,,
471,0.938194809,1,,,0.061805191,,
472,0.935407726,1,,,0.064592274,,
473,0.942205014,1,,,0.057794986,,
474,0.93548035,1,,,0.06451965,,
475,0.952031314,1,,,0.047968686,,
476,0.943861596,1,,,0.056138404,,
477,0.942424138,1,,,0.057575862,,
478,0.930238619,1,,,0.069761381,,
479,0.886977396,1,,,0.113022604,,
480,0.891418269,1,,,0.108581731,,
481,0.904353353,1,,,0.095646647,,
482,0.914129116,1,,,0.085870884,,
483,0.918750043,1,,,0.081249957,,
484,0.919155851,1,,,0.080844149,,
485,0.913249905,1,,,0.086750095,,
486,0.912727449,1,,,0.087272551,,
487,0.902140066,1,,,0.097859934,,
488,0.906901637,1,,,0.093098363,,
489,0.895806889,1,,,0.104193111,,
490,0.899860692,1,,,0.100139308,,
491,0.903363901,1,,,0.096636099,,
492,0.919036481,1,,,0.080963519,,
493,0.914604646,1,,,0.085395354,,
494,0.899532092,1,,,0.100467908,,
495,0.90761051,1,,,0.09238949,,
496,0.907728699,1,,,0.092271301,,
497,0.9078469,1,,,0.0921531,,
498,0.919609569,1,,,0.080390431,,
499,0.936134165,1,,,0.063865835,,
500,0.930310928,1,,,0.069689072,,
501,0.926316495,1,,,0.073683505,,
502,0.918439816,1,,,0.081560184,,
503,0.987982457,1,,,0.012017543,,
504,0.971224007,1,,,0.028775993,,
505,0.930913672,1,,,0.069086328,,
506,0.949604037,1,,,0.050395963,,
507,0.960898359,1,,,0.039101641,,
508,0.96468613,1,,,0.03531387,,
509,0.948331032,1,,,0.051668968,,
510,0.941645214,1,,,0.058354786,,
511,1.010265615,1,,,-0.010265615,,
512,1.012784747,1,,,-0.012784747,,
513,0.992383665,1,,,0.007616335,,
,,,,,,,
,,,,,36.05101443,,7.027488192
